number,title,local_title,title_data,organization,first_year,place,additional_data,heading,period,source,editiontype,price 1971,edition 1971,price 1972,edition 1972,price 1973,edition 1973,price 1974,edition 1974,price 1975,edition 1975
656,Вопросы вирусологии,,,"Акад. мед. наук СССР. Всесоюз. науч. о-во эпидемиологов, микробиологов и инфекционистов им. И. И. Мечникова",1956,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,60.0,2987.0,60.0,2863.0,60.0,2743.0,60.0,2742.0,60.0,2757.0
657,"Вопросы курортологии, физиотерапиии лечебной физической культуры",,,М-во здравоохранения СССР. Всесоюз. науч. о-во физиотерапевтов и курортологов и Всесоюз. науч. о-во врачебного контроля и лечебной физ. культуры,1923,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,40.0,12436.0,40.0,13057.0,40.0,14270.0,40.0,15253.0,40.0,15614.0
658,Вопросы медицинской химии,,,Акад. мед. наук СССР,1955,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,65.0,2251.0,65.0,2544.0,65.0,2254.0,65.0,2271.0,65.0,2258.0
659,Вопросы нейрохирургии,,,М-во здравоохранения СССР. Всесоюз. науч. о-во нейрохирургов,1937,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,40.0,2955.0,40.0,3611.0,40.0,3709.0,40.0,3744.0,,
660,Вопросы онкологии,,,М-во здравоохранения СССР. Всесоюз. науч. о-во онкологов,1955,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,60.0,5548.0,60.0,5534.0,60.0,5709.0,60.0,5950.0,60.0,5975.0
661,Вопросы охраны материнства и дет-ства,,,М-во здравоохранения РСФСР,1956,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,60.0,19315.0,60.0,20344.0,60.0,22326.0,60.0,24098.0,60.0,26577.0
662,Вопросы питания,,,М-во здравоохранения СССР. Всесоюз. науч. о-во гигиенистов,1932,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,50.0,12067.0,50.0,12151.0,50.0,12493.0,50.0,14392.0,50.0,14951.0
663,Вопросы ревматизма,,,М-во здравоохранения СССР. Всесоюз. науч. ревматол. о-во,1961,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежекварт,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,50.0,11946.0,50.0,12309.0,50.0,12459.0,50.0,12424.0,50.0,12276.0
664,Врачебное дело,,,М-во здравоохранения УССР,1918,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,40.0,22729.0,40.0,22201.0,40.0,23542.0,40.0,23316.0,40.0,23546.0
665,Гигиена и санитария,,,М-во здравоохранения СССР. Всесо-юз. науч. о-во гигиенистов,1922,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,40.0,15416.0,40.0,15641.0,40.0,17301.0,,,40.0,17356.0
666,Гигиена труда и профессиональные заболевания,,,М-во здравоохранения СССР. Всесоюз. науч. о-во гигиенистов,1957,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,40.0,11111.0,40.0,11036.0,40.0,11103.0,40.0,11755.0,40.0,12067.0
667,Грудная хирургия,,,М-во здравоохранения СССР. Всесоюз. науч. о-во хирургов,1959,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,60.0,3163.0,60.0,3194.0,60.0,3319.0,60.0,3262.0,60.0,3300.0
268,Журнал высшей нервной деятельности им. И. П. Павлова. М,См. 268.,См. 268.,См. 268.,См. 268.,См. 268.,См. 268.,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,,,,,,,,,,
668,"Журнал микробиологии, эпидемиологии и иммунобиологии",,,М-во здравоохранения СССР. Всесоюз. науч. о-во микробиологов и эпидемиологов им. И. И. Мечникова,1924,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,60.0,9457.0,60.0,9573.0,60.0,9582.0,60.0,9905.0,60.0,10026.0
669,Журнал невропатологии и психиатрии им,,,М-во здравоохранения СССР. Всесоюз. науч. о-во невропатологов и психиатров,1901,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,60.0,20185.0,60.0,21245.0,60.0,22641.0,60.0,23857.0,60.0,25107.0
670,"Журнал ушных, носовых и горловых болезней",,,М-во здравоохранения УССР. Укр. науч. о-во отоларингологов,1924,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,60.0,8155.0,60.0,8690.0,60.0,8928.0,60.0,9558.0,60.0,9784.0
270,Журнал эволюционной биохимии и физиологии. Л,См. 270.,См. 270.,См. 270.,См. 270.,См. 270.,См. 270.,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,,,,,,,,,,
671,Журнал экспериментальной и клинической медицины ,Экспериментал ев клини-какан бжшкутян андес,,АН АрмССР,1961,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,40.0,920.0,40.0,993.0,40.0,910.0,40.0,845.0,40.0,1040.0
672,Здоровье,,,М-в здравоохранения СССР и РСФСР.,1955,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,25.0,10005000.0,25.0,10325000.0,25.0,11275000.0,25.0,11350000.0,25.0,11690000.0
673,Здоровье ,Veseliba,,М-ва здравоохранения ЛатвССР.,1958,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,20.0,163500.0,20.0,166000.0,20.0,166000.0,20.0,180500.0,20.0,181000.0
674,Здоровье ,Ден соолук,,Орган М-ва здравоохранения КиргССР.,1960,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,20.0,84401.0,,,20.0,90651.0,20.0,97112.0,20.0,103097.0
675,Здоровье мира,,,Всемирной организации здравоохранения.,1948,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,27.0,,27.0,,27.0,,27.0,,27.0,
676,Здравоохранение ,Sveikatos apsau-ga,,М-ва здравоохранения ЛССР.,1956,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,30.0,8152.0,30.0,8426.0,30.0,8547.0,30.0,9025.0,30.0,9454.0
677,Здравоохранение ,Арохчапаутюн,,М-ва здравоохранения АрмССР.,1956,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,30.0,72550.0,30.0,80200.0,30.0,81800.0,30.0,94450.0,30.0,100350.0
678,Здравоохранение ,Окротиря сэнэтэ-ций,,М-ва здравоохранения МССР.,1958,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,30.0,7734.0,30.0,7081.0,30.0,7735.0,30.0,7303.0,30.0,9108.0
679,Здравоохранение,,,Орган М-ва здравоохранения МССР.,1958,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,30.0,9925.0,30.0,10374.0,30.0,10501.0,30.0,10701.0,30.0,10804.0
680,Здравоохранение Белоруссии,,,Орган М-ва здравоохранения БССР.,1924,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,30.0,18434.0,30.0,18717.0,30.0,19643.0,30.0,20434.0,30.0,21102.0
681,Здравоохранение Казахстана,,,М-ва здравоохранения КазССР.,1923,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,30.0,16613.0,30.0,16318.0,30.0,16332.0,30.0,16095.0,30.0,15424.0
682,Здравоохранение Киргизии,,,М-во здравоохранения КиргССР,1938,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,35.0,7918.0,35.0,8001.0,35.0,8135.0,35.0,8397.0,35.0,9242.0
683,Здравоохранение Российской Федерации,,,М-во здравоохранения РСФСР,1957,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,25.0,6742.0,25.0,7010.0,25.0,6945.0,25.0,7315.0,25.0,7398.0
684,Здравоохранение Советской Эстонии,Noukogude Eesti Tervishoid,,М-ва здравоохранения ЭССР.,1958,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,40.0,5260.0,40.0,5400.0,40.0,5150.0,40.0,5150.0,40.0,5250.0
685,Здравоохранение Таджикистана,,,М-во здравоохранения ТаджССР. Респ. ком. Профсоюза медработников,1954,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,30.0,4410.0,30.0,4595.0,30.0,4710.0,30.0,4388.0,30.0,5015.0
686,Здравоохранение Туркменистана,,,Орган М-ва здравоохранения ТССР.,1957,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,30.0,4775.0,30.0,4560.0,30.0,4765.0,30.0,4755.0,30.0,5455.0
687,Казанский медицинский журнал,,,Орган М-ва здравоохранения ТАССР и Совета науч. и мед. о-в.,1901,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,40.0,6610.0,40.0,7110.0,40.0,7795.0,40.0,8360.0,40.0,7270.0
688,Кардиология,,,М-во здравоохранения СССР. Всесоюз. науч. кардиол. о-во,1961,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,70.0,12019.0,70.0,12692.0,70.0,14407.0,70.0,14854.0,70.0,16791.0
689,Клиническая медицина,,,М-во здравоохранения СССР,1920,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,60.0,44138.0,60.0,44265.0,60.0,48455.0,60.0,50573.0,60.0,48822.0
690,Клиническая хирургия,,,Орган М-ва здравоохранения УССР.,1921,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,50.0,8754.0,50.0,9559.0,50.0,9996.0,50.0,10701.0,50.0,11147.0
271,Космическая биология и авиакосмическая медицина. М,См. 271.,См. 271.,См. 271.,См. 271.,См. 271.,См. 271.,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,,,,,,,,,,
691,Кровообращение,,,АН АрмССР,1968,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,30.0,2655.0,30.0,1830.0,30.0,1755.0,30.0,1645.0,30.0,1670.0
692,Лабораторное дело,,,М-во здравоохранения СССР. Всесоюз. науч. о-во врачей-лаОсфантов,1955,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,30.0,25288.0,30.0,25608.0,30.0,26600.0,30.0,27718.0,30.0,28750.0
693,Медицинская паразитология и паразитарные болезни,,,М-во здравоохранения СССР. Всесоюз. науч. мед. о-во эпидемиологов и микробиологов им. И. И. Мечникова,1923,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,60.0,4087.0,60.0,3944.0,60.0,4056.0,60.0,4085.0,60.0,4138.0
694,Медицинская радиология,,,Акад. мед. наук СССР. Всесоюз. науч. о-во рс-нтгеиологов и радиологов,1956,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,40.0,2782.0,40.0,2828.0,40.0,2904.0,40.0,2930.0,40.0,3008.0
695,Медицинская сестра,,,М-во здравоохранения РСФСР,1942,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,10.0,476811.0,10.0,525420.0,10.0,591416.0,10.0,638500.0,10.0,690617.0
696,Медицинская техника,,,М-ва мед. пром-сти СССР и Всесоюз. науч. мед.-техн. о-ва.,1967,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,30.0,6199.0,30.0,7427.0,30.0,5384.0,30.0,5260.0,30.0,6038.0
697,Медицинский журнал Узбекистана,,,М-во здоавоохранения УзССР,1922,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,20.0,13743.0,20.0,14030.0,,,20.0,16608.0,20.0,15101.0
698,Нейрофизиология,,,АН СССР. АН УССР,1969,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,,,90.0,920.0,90.0,975.0,90.0,1040.0,90.0,1051.0
699,"Ортопедия, травматология и протезирование",,,М-во здравоохранения СССР. Всесоюз. науч. о-во травматологов-ортопедов,1927,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,50.0,9305.0,50.0,9986.0,50.0,10660.0,50.0,11504.0,50.0,12124.0
700,Офтальмологический журнал,,,М-во здравоохранения УССР,1946,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,8 раз в год,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,50.0,8096.0,50.0,8559.0,50.0,8979.0,50.0,9579.0,50.0,9639.0
701,Патологическая физиология и экспериментальная терапия,,,Акад. мед. наук СССР. Всесоюз. науч. о-во патофизиологов,1957,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,60.0,2203.0,60.0,2540.0,60.0,2448.0,60.0,2429.0,60.0,2361.0
702,Педиатрия,,,М-во здравоохранения СССР. Всесоюз. науч. о-во дет. врачей,1922,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,35.0,58280.0,35.0,56385.0,35.0,61864.0,35.0,67389.0,35.0,390903.0
703,"Педиатрия, акушерство и гинекология ","Пед1атр1я, акушерство i гшеколопя",,Орган М-ва здравоохранения УССР.,1936,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,50.0,8787.0,50.0,8654.0,50.0,8953.0,50.0,8657.0,50.0,7954.0
704,Проблемы гематологии и переливания крови,,,М-во здравоохранения СССР,1956,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,30.0,7139.0,30.0,7246.0,30.0,7292.0,30.0,7719.0,30.0,7839.0
705,Проблемы туберкулеза,,,М-во здравоохранения СССР. Всесоюз. науч. о-во фтизиатров,1923,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,35.0,19952.0,35.0,19455.0,35.0,19889.0,35.0,20147.0,35.0,20175.0
706,Проблемы эндокринологии,,,М-во здравоохранения СССР.Всесоюз. науч. о-во эндокринологов,1955,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,60.0,5666.0,60.0,5920.0,60.0,6236.0,60.0,6156.0,60.0,6019.0
707,Советская медицина,,,Орган М-ва здравоохранения РСФСР.,1937,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,40.0,26820.0,40.0,26131.0,40.0,27257.0,40.0,26259.0,40.0,26251.0
708,Советская медицина ,Сабчота медицина,,Орган М-ва здравоохранения ГССР.,1922,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,50.0,11925.0,50.0,12325.0,50.0,13400.0,50.0,15850.0,50.0,16850.0
709,Советский Красный Крест,,,Орган Испол. ком. ордена Ленина Союза о-в Красного Креста и Красного Полумесяца СССР.,1923,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,25.0,437874.0,25.0,442653.0,25.0,488656.0,25.0,616764.0,25.0,775727.0
710,Советское здравоохранение,,,М-во здравоохранения СССР,1942,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,40.0,17265.0,40.0,17658.0,40.0,18474.0,40.0,19074.0,40.0,19971.0
711,Стоматология,,,М-во здравоохранения СССР. Всесоюз. науч. мед. о-во стоматологов,1922,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,50.0,51323.0,50.0,53348.0,50.0,54600.0,50.0,55550.0,50.0,57050.0
712,Судебно-медицинская экспертиза,,,М-во здравоохранения СССР. Всесоюз. науч. о-во судебных медиков,1958,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежекварт,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,40.0,12560.0,40.0,13659.0,40.0,15828.0,40.0,18788.0,40.0,18662.0
713,Терапевтический архив,,,М-во здравоохранения СССР. Всесоюз. науч. о-во терапевтов,1923,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,70.0,20057.0,,,70.0,25172.0,70.0,35381.0,70.0,44343.0
714,Урология и нефрология,,,М-во здравоохранения СССР. Все-союз. науч. о-во урологов,1923,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,50.0,8716.0,50.0,9226.0,50.0,9930.0,50.0,10464.0,50.0,10635.0
715,Фармакология и токсикология,,,Акад. мед. наук СССР. Всесоюз. науч. о-во фармакологов,1938,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,55.0,4020.0,55.0,4004.0,55.0,3918.0,55.0,4087.0,55.0,4105.0
716,Фармацевтический журнал ,Фарма-цевтичний журнал,,М-ва здравоохранения УССР. Киев,1928,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,40.0,12613.0,40.0,12585.0,,,40.0,13325.0,40.0,13009.0
717,Фармация,,,М-во здравоохранения СССР. Всесоюз. науч. о-во фармацевтов,1952,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Двухмес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,40.0,24827.0,40.0,26378.0,40.0,27358.0,40.0,27881.0,40.0,29106.0
718,Фельдшер и акушерка,,,М-во здравоохранения СССР. М-во здравоохранения РСФСР,1936,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,18.0,258796.0,18.0,261608.0,18.0,274621.0,18.0,280962.0,18.0,285501.0
719,Химико-фармацевтический журнал,,,М-ва мед. пром-сти СССР.,1967,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,30.0,3007.0,30.0,2943.0,30.0,3008.0,30.0,2999.0,30.0,2798.0
720,Хирургия,,,М-во здравоохранения СССР. Всесоюз. науч. о-во хирургов,1925,,,﻿30. ЗДРАВООХРАНЕНИЕ. МЕДИЦИНА,Ежемес,Летопись печатных и периодических изданий СССР. Журналы. 1971 - 1975,журнал,60.0,22734.0,60.0,24037.0,60.0,24882.0,60.0,26171.0,60.0,26953.0
